"YEAR","JURISDICTION","LOCATION","AGE_GROUP","DETECTION_METHOD","FINES","ARRESTS","CHARGES","OFFENSES_SUM"
2024,"NSW","Outer Regional Australia","17-25","Police issued",30,0,1,31
2024,"NSW","Outer Regional Australia","26-39","Police issued",26,0,0,26
2024,"NSW","Outer Regional Australia","40-64","Police issued",23,0,0,23
2024,"NSW","Outer Regional Australia","65 and over","Police issued",9,0,0,9
2024,"NSW","Remote Australia","26-39","Police issued",2,0,0,2
2024,"NSW","Remote Australia","40-64","Police issued",3,0,0,3
2024,"NSW","Remote Australia","65 and over","Police issued",1,0,0,1
2024,"NSW","Unknown","17-25","Police issued",2,0,0,2
2024,"NSW","Unknown","26-39","Police issued",14,0,0,14
2024,"NSW","Unknown","40-64","Police issued",6,0,0,6
2024,"NSW","Unknown","65 and over","Police issued",1,0,0,1
2024,"NSW","Very Remote Australia","17-25","Police issued",3,0,0,3
2024,"NSW","Very Remote Australia","26-39","Police issued",2,0,0,2
2024,"NT","Unknown","0-16","Police issued",0,0,1,1
2024,"NT","Unknown","17-25","Police issued",13,0,15,28
2024,"NT","Unknown","26-39","Police issued",18,1,10,29
2024,"NT","Unknown","40-64","Police issued",26,3,18,47
2024,"QLD","Unknown","0-16","Camera",69,0,0,69
2024,"QLD","Unknown","0-16","Police issued",1,0,0,1
2024,"QLD","Unknown","17-25","Camera",415,0,0,415
2024,"QLD","Unknown","17-25","Police issued",85,0,0,85
2024,"QLD","Unknown","26-39","Camera",1082,0,0,1082
2024,"QLD","Unknown","26-39","Police issued",151,0,0,151
2024,"QLD","Unknown","40-64","Camera",1046,0,0,1046
2024,"QLD","Unknown","40-64","Police issued",89,0,0,89
2024,"QLD","Unknown","65 and over","Camera",229,0,0,229
2024,"QLD","Unknown","65 and over","Police issued",21,0,0,21
2024,"QLD","Unknown","Unknown","Camera",12,0,0,12
2024,"SA","Inner Regional Australia","17-25","Police issued",7,0,0,7
2024,"SA","Inner Regional Australia","26-39","Police issued",9,0,0,9
2024,"SA","Inner Regional Australia","40-64","Police issued",11,0,0,11
2024,"SA","Inner Regional Australia","65 and over","Police issued",10,0,0,10
2024,"SA","Major Cities of Australia","0-16","Police issued",1,0,0,1
2024,"SA","Major Cities of Australia","17-25","Police issued",18,0,0,18
2024,"SA","Major Cities of Australia","26-39","Police issued",31,0,0,31
2024,"SA","Major Cities of Australia","40-64","Police issued",54,0,0,54
2024,"SA","Major Cities of Australia","65 and over","Police issued",17,0,0,17
2024,"SA","Outer Regional Australia","17-25","Police issued",9,0,0,9
2024,"SA","Outer Regional Australia","26-39","Police issued",18,0,0,18
2024,"SA","Outer Regional Australia","40-64","Police issued",9,0,0,9
2024,"SA","Outer Regional Australia","65 and over","Police issued",8,0,0,8
2024,"SA","Remote Australia","17-25","Police issued",2,0,0,2
2024,"SA","Remote Australia","26-39","Police issued",3,0,0,3
2024,"SA","Remote Australia","40-64","Police issued",1,0,0,1
2024,"SA","Remote Australia","65 and over","Police issued",3,0,0,3
2024,"SA","Unknown","17-25","Police issued",2,0,0,2
2024,"SA","Very Remote Australia","17-25","Police issued",3,0,0,3
2024,"SA","Very Remote Australia","26-39","Police issued",1,0,0,1
2024,"SA","Very Remote Australia","40-64","Police issued",6,0,0,6
2024,"TAS","Unknown","17-25","Camera",53,0,0,53
2024,"TAS","Unknown","17-25","Police issued",16,0,1,17
2024,"TAS","Unknown","26-39","Camera",141,0,0,141
2024,"TAS","Unknown","26-39","Police issued",21,0,2,23
2024,"TAS","Unknown","40-64","Camera",148,0,0,148
2024,"TAS","Unknown","40-64","Police issued",21,0,2,23
2024,"TAS","Unknown","65 and over","Camera",53,0,0,53
2024,"TAS","Unknown","65 and over","Police issued",12,0,4,16
2024,"TAS","Unknown","Unknown","Camera",2,0,0,2
2024,"VIC","Inner Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","17-25","Camera",26,0,0,26
2024,"VIC","Inner Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","26-39","Camera",90,0,0,90
2024,"VIC","Inner Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","40-64","Camera",158,0,0,158
2024,"VIC","Inner Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","65 and over","Camera",94,0,0,94
2024,"VIC","Inner Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","Unknown","Camera",122,0,0,122
2024,"VIC","Major Cities of Australia","0-16","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","0-16","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","17-25","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","17-25","Camera",268,0,0,268
2024,"VIC","Major Cities of Australia","26-39","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","26-39","Camera",1083,0,0,1083
2024,"VIC","Major Cities of Australia","40-64","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","40-64","Camera",1519,0,0,1519
2024,"VIC","Major Cities of Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","65 and over","Camera",477,0,0,477
2024,"VIC","Major Cities of Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","Unknown","Camera",1236,0,0,1236
2024,"VIC","Outer Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Remote Australia","0-16","Camera",0,0,0,0
2024,"VIC","Remote Australia","0-16","Camera",0,0,0,0
2024,"VIC","Remote Australia","17-25","Camera",0,0,0,0
2024,"VIC","Remote Australia","17-25","Camera",0,0,0,0
2024,"VIC","Remote Australia","26-39","Camera",0,0,0,0
2024,"VIC","Remote Australia","26-39","Camera",0,0,0,0
2024,"VIC","Remote Australia","40-64","Camera",0,0,0,0
2024,"VIC","Remote Australia","40-64","Camera",0,0,0,0
2024,"VIC","Remote Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Remote Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Remote Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Remote Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Police issued",1,0,0,1
2024,"VIC","Unknown","17-25","Camera",0,0,0,0
2024,"VIC","Unknown","17-25","Camera",0,0,0,0
2024,"VIC","Unknown","17-25","Police issued",76,0,0,76
2024,"VIC","Unknown","26-39","Camera",0,0,0,0
2024,"VIC","Unknown","26-39","Camera",0,0,0,0
2024,"VIC","Unknown","26-39","Police issued",205,0,0,205
2024,"VIC","Unknown","40-64","Camera",0,0,0,0
2024,"VIC","Unknown","40-64","Camera",0,0,0,0
2024,"VIC","Unknown","40-64","Police issued",166,0,0,166
2024,"VIC","Unknown","65 and over","Camera",0,0,0,0
2024,"VIC","Unknown","65 and over","Camera",0,0,0,0
2024,"VIC","Unknown","65 and over","Police issued",35,0,0,35
2024,"VIC","Unknown","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","Unknown","Camera",0,0,0,0
2024,"WA","Unknown","17-25","Police issued",36,0,0,36
2024,"WA","Unknown","17-25","Unknown",0,1,8,9
2024,"WA","Unknown","26-39","Police issued",76,0,0,76
2024,"WA","Unknown","26-39","Unknown",0,0,16,16
2024,"WA","Unknown","40-64","Police issued",50,0,0,50
2024,"WA","Unknown","40-64","Unknown",0,0,8,8
2024,"WA","Unknown","65 and over","Police issued",5,0,0,5
2024,"ACT","Major Cities of Australia","17-25","Police issued",2,0,0,2
2024,"NSW","Inner Regional Australia","0-16","Police issued",1,0,0,1
2024,"NSW","Inner Regional Australia","17-25","Police issued",71,0,6,77
2024,"NSW","Inner Regional Australia","26-39","Police issued",116,0,2,118
2024,"NSW","Inner Regional Australia","40-64","Police issued",70,0,0,70
2024,"NSW","Inner Regional Australia","65 and over","Police issued",20,0,0,20
2024,"NSW","Major Cities of Australia","0-16","Police issued",1,0,0,1
2024,"NSW","Major Cities of Australia","17-25","Police issued",115,0,1,116
2024,"NSW","Major Cities of Australia","26-39","Police issued",201,0,4,205
2024,"NSW","Major Cities of Australia","40-64","Police issued",135,0,4,139
2024,"NSW","Major Cities of Australia","65 and over","Police issued",29,0,0,29
2024,"NSW","Outer Regional Australia","0-16","Police issued",1,0,0,1
2024,"NSW","Outer Regional Australia","17-25","Police issued",21,0,1,22
2024,"NSW","Outer Regional Australia","26-39","Police issued",35,0,1,36
2024,"NSW","Outer Regional Australia","40-64","Police issued",24,0,0,24
2024,"NSW","Outer Regional Australia","65 and over","Police issued",7,0,1,8
2024,"NSW","Remote Australia","17-25","Police issued",3,0,0,3
2024,"NSW","Remote Australia","26-39","Police issued",5,0,0,5
2024,"NSW","Remote Australia","40-64","Police issued",1,0,0,1
2024,"NSW","Unknown","17-25","Police issued",20,0,0,20
2024,"NSW","Unknown","26-39","Police issued",30,0,0,30
2024,"NSW","Unknown","40-64","Police issued",34,0,0,34
2024,"NSW","Unknown","65 and over","Police issued",5,0,0,5
2024,"NSW","Very Remote Australia","26-39","Police issued",1,0,0,1
2024,"NSW","Very Remote Australia","40-64","Police issued",0,0,1,1
2024,"NT","Unknown","0-16","Police issued",0,0,2,2
2024,"NT","Unknown","17-25","Police issued",21,2,20,43
2024,"NT","Unknown","26-39","Police issued",31,1,43,75
2024,"NT","Unknown","40-64","Police issued",36,1,33,70
2024,"NT","Unknown","65 and over","Police issued",5,0,0,5
2024,"QLD","Unknown","0-16","Camera",57,0,0,57
2024,"QLD","Unknown","17-25","Camera",417,0,0,417
2024,"QLD","Unknown","17-25","Police issued",86,0,0,86
2024,"QLD","Unknown","26-39","Camera",1043,0,0,1043
2024,"QLD","Unknown","26-39","Police issued",142,0,0,142
2024,"QLD","Unknown","40-64","Camera",1045,0,0,1045
2024,"QLD","Unknown","40-64","Police issued",97,0,0,97
2024,"QLD","Unknown","65 and over","Camera",215,0,0,215
2024,"QLD","Unknown","65 and over","Police issued",11,0,0,11
2024,"QLD","Unknown","Unknown","Camera",7,0,0,7
2024,"SA","Inner Regional Australia","17-25","Police issued",3,0,0,3
2024,"SA","Inner Regional Australia","26-39","Police issued",11,0,0,11
2024,"SA","Inner Regional Australia","40-64","Police issued",8,0,0,8
2024,"SA","Inner Regional Australia","65 and over","Police issued",7,0,0,7
2024,"SA","Major Cities of Australia","17-25","Police issued",16,0,0,16
2024,"SA","Major Cities of Australia","26-39","Police issued",48,0,0,48
2024,"SA","Major Cities of Australia","40-64","Police issued",55,0,0,55
2024,"SA","Major Cities of Australia","65 and over","Police issued",18,0,0,18
2024,"SA","Outer Regional Australia","17-25","Police issued",9,0,0,9
2024,"SA","Outer Regional Australia","26-39","Police issued",16,0,0,16
2024,"SA","Outer Regional Australia","40-64","Police issued",24,0,0,24
2024,"SA","Outer Regional Australia","65 and over","Police issued",12,0,0,12
2024,"SA","Remote Australia","17-25","Police issued",7,0,0,7
2024,"SA","Remote Australia","26-39","Police issued",11,0,0,11
2024,"SA","Remote Australia","40-64","Police issued",8,0,0,8
2024,"SA","Remote Australia","65 and over","Police issued",3,0,0,3
2024,"SA","Unknown","17-25","Police issued",1,0,0,1
2024,"SA","Unknown","26-39","Police issued",2,0,0,2
2024,"SA","Unknown","40-64","Police issued",2,0,0,2
2024,"SA","Very Remote Australia","17-25","Police issued",4,0,0,4
2024,"SA","Very Remote Australia","26-39","Police issued",8,0,0,8
2024,"SA","Very Remote Australia","40-64","Police issued",9,0,0,9
2024,"SA","Very Remote Australia","65 and over","Police issued",2,0,0,2
2024,"TAS","Unknown","17-25","Camera",31,0,0,31
2024,"TAS","Unknown","17-25","Police issued",7,0,1,8
2024,"TAS","Unknown","26-39","Camera",120,0,0,120
2024,"TAS","Unknown","26-39","Police issued",12,0,2,14
2024,"TAS","Unknown","40-64","Camera",120,0,0,120
2024,"TAS","Unknown","40-64","Police issued",21,0,5,26
2024,"TAS","Unknown","65 and over","Camera",63,0,0,63
2024,"TAS","Unknown","65 and over","Police issued",7,0,0,7
2024,"VIC","Inner Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","17-25","Camera",11,0,0,11
2024,"VIC","Inner Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","26-39","Camera",33,0,0,33
2024,"VIC","Inner Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","40-64","Camera",67,0,0,67
2024,"VIC","Inner Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","65 and over","Camera",28,0,0,28
2024,"VIC","Inner Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","Unknown","Camera",36,0,0,36
2024,"VIC","Major Cities of Australia","0-16","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","0-16","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","17-25","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","17-25","Camera",221,0,0,221
2024,"VIC","Major Cities of Australia","26-39","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","26-39","Camera",1005,0,0,1005
2024,"VIC","Major Cities of Australia","40-64","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","40-64","Camera",1332,0,0,1332
2024,"VIC","Major Cities of Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","65 and over","Camera",386,0,0,386
2024,"VIC","Major Cities of Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","Unknown","Camera",1006,0,0,1006
2024,"VIC","Outer Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","17-25","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","26-39","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","40-64","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Remote Australia","0-16","Camera",0,0,0,0
2024,"VIC","Remote Australia","0-16","Camera",0,0,0,0
2024,"VIC","Remote Australia","17-25","Camera",0,0,0,0
2024,"VIC","Remote Australia","17-25","Camera",0,0,0,0
2024,"VIC","Remote Australia","26-39","Camera",0,0,0,0
2024,"VIC","Remote Australia","26-39","Camera",0,0,0,0
2024,"VIC","Remote Australia","40-64","Camera",0,0,0,0
2024,"VIC","Remote Australia","40-64","Camera",0,0,0,0
2024,"VIC","Remote Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Remote Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Remote Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Remote Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Police issued",2,0,0,2
2024,"VIC","Unknown","17-25","Camera",0,0,0,0
2024,"VIC","Unknown","17-25","Camera",0,0,0,0
2024,"VIC","Unknown","17-25","Police issued",123,0,0,123
2024,"VIC","Unknown","26-39","Camera",0,0,0,0
2024,"VIC","Unknown","26-39","Camera",0,0,0,0
2024,"VIC","Unknown","26-39","Police issued",231,0,0,231
2024,"VIC","Unknown","40-64","Camera",0,0,0,0
2024,"VIC","Unknown","40-64","Camera",0,0,0,0
2024,"VIC","Unknown","40-64","Police issued",184,0,0,184
2024,"VIC","Unknown","65 and over","Camera",0,0,0,0
2024,"VIC","Unknown","65 and over","Camera",0,0,0,0
2024,"VIC","Unknown","65 and over","Police issued",32,0,0,32
2024,"VIC","Unknown","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","Unknown","Camera",0,0,0,0
2024,"WA","Unknown","17-25","Police issued",56,0,0,56
2024,"WA","Unknown","17-25","Unknown",0,0,11,11
2024,"WA","Unknown","26-39","Police issued",67,0,0,67
2024,"WA","Unknown","26-39","Unknown",0,1,18,19
2024,"WA","Unknown","40-64","Police issued",48,0,0,48
2024,"WA","Unknown","40-64","Unknown",0,0,8,8
2024,"WA","Unknown","65 and over","Police issued",13,0,0,13
2024,"WA","Unknown","65 and over","Unknown",0,0,1,1
2024,"ACT","Major Cities of Australia","26-39","Police issued",1,0,0,1
2024,"NSW","Inner Regional Australia","0-16","Police issued",1,0,0,1
2024,"NSW","Inner Regional Australia","17-25","Police issued",85,0,1,86
2024,"NSW","Inner Regional Australia","26-39","Police issued",135,0,4,139
